Abstract,ID
"This case report describes an exceptionally rare case in which a prior diagnosis of schizophrenia was later determined to be early-onset Fahr’s disease, linked to a genetic mutation in the SLC20A2 gene. Initially, the patient exhibited symptoms resembling schizophrenia, including aggression and hostility, and was highly susceptible to medication side effects such as restlessness and Parkinsonism. Despite maintaining independent activities of daily living, his neurological examinations revealed hidden weakness on the left side. Following adjustments to the medication regimen, stability was achieved with residual psychotic symptoms under treatment with Risperidone 1.5mg/day, Valproic acid 1500mg/day, and Quetiapine 37.5mg/day. This case underscores the importance of conducting comprehensive imaging studies at the time of initial psychiatric diagnosis, regardless of the apparent typicality of the presentation. Additionally, it emphasizes the need for patience and adherence to the “Start Low and Go Slow” approach in medication management to minimize the risk of exacerbating psychiatric symptoms and aggression.",11148442
"The efficacy of anthracycline-based chemotherapeutics, which include doxorubicin and its structural relatives daunorubicin and idarubicin, remains almost unmatched in oncology, despite a side effect profile including cumulative dose-dependent cardiotoxicity, therapy-related malignancies and infertility. Detoxifying anthracyclines while preserving their anti-neoplastic effects is arguably a major unmet need in modern oncology, as cardiovascular complications that limit anti-cancer treatment are a leading cause of morbidity and mortality among the 17 million cancer survivors in the U.S. In this study, we examined different clinically relevant anthracycline drugs for a series of features including mode of action (chromatin and DNA damage), bio-distribution, anti-tumor efficacy and cardiotoxicity in pre-clinical models and patients. The different anthracycline drugs have surprisingly individual efficacy and toxicity profiles. In particular, aclarubicin stands out in pre-clinical models and clinical studies, as it potently kills cancer cells, lacks cardiotoxicity, and can be safely administered even after the maximum cumulative dose of either doxorubicin or idarubicin has been reached. Retrospective analysis of aclarubicin used as second-line treatment for relapsed/refractory AML patients showed survival effects similar to its use in first line, leading to a notable 23% increase in 5-year overall survival compared to other intensive chemotherapies. Considering individual anthracyclines as distinct entities unveils new treatment options, such as the identification of aclarubicin, which significantly improves the survival outcomes of AML patients while mitigating the treatment-limiting side-effects. Building upon these findings, an international multicenter Phase III prospective study is prepared, to integrate aclarubicin into the treatment of relapsed/refractory AML patients. The online version contains supplementary material available at 10.1186/s12943-024-02034-7.",11149191
"The FGFR signaling pathway is integral to cellular activities, including proliferation, differentiation, and survival. Dysregulation of this pathway is implicated in numerous human cancers, positioning FGFR as a prominent therapeutic target. Here, we conduct a comprehensive review of the function, signaling pathways and abnormal alterations of FGFR, as well as its role in tumorigenesis and development. Additionally, we provide an in-depth analysis of pivotal phase 2 and 3 clinical trials evaluating the performance and safety of FGFR inhibitors in oncology, thereby shedding light on the current state of clinical research in this field. Then, we highlight four drugs that have been approved for marketing by the FDA, offering insights into their molecular mechanisms and clinical achievements. Our discussion encompasses the intricate landscape of FGFR-driven tumorigenesis, current techniques for pinpointing FGFR anomalies, and clinical experiences with FGFR inhibitor regimens. Furthermore, we discuss the inherent challenges of targeting the FGFR pathway, encompassing resistance mechanisms such as activation by gatekeeper mutations, alternative pathways, and potential adverse reactions. By synthesizing the current evidence, we underscore the potential of FGFR-centric therapies to enhance patient prognosis, while emphasizing the imperative need for continued research to surmount resistance and optimize treatment modalities.",11149307
"We employed single‐cell analysis techniques, specifically the inferCNV method, to dissect the complex progression of lung adenocarcinoma (LUAD) from adenocarcinoma in situ (AIS) through minimally invasive adenocarcinoma (MIA) to invasive adenocarcinoma (IAC). This approach enabled the identification of Cluster 6, which was significantly associated with LUAD progression. Our comprehensive analysis included intercellular interaction, transcription factor regulatory networks, trajectory analysis, and gene set variation analysis (GSVA), leading to the development of the lung progression associated signature (LPAS). Interestingly, we discovered that the LPAS not only accurately predicts the prognosis of LUAD patients but also forecasts genomic alterations, distinguishes between ‘cold’ and ‘hot’ tumours, and identifies potential candidates suitable for immunotherapy. PSMB1, identified within Cluster 6, was experimentally shown to significantly enhance cancer cell invasion and migration, highlighting the clinical relevance of LPAS in predicting LUAD progression and providing a potential target for therapeutic intervention. Our findings suggest that LPAS offers a novel biomarker for LUAD patient stratification, with significant implications for improving prognostic accuracy and guiding treatment decisions.",11149493
"Pancreatic adenocarcinoma (PAAD), a member of highly lethal malignant tumors, has a poor outcome and extremely poor prognosis. The transient receptor potential (TRP) superfamily, a group of nonselective cation channels, is capable of influencing cellular functions by regulating calcium homeostasis. In addition, it has been shown that TRP channels can also affect various cellular phenotypes by regulating gene transcription levels and are involved in the development of a variety of malignant tumors. In order to find new therapeutic targets and biomarkers to improve the clinical prognosis of pancreatic cancer, we performed genetic and immunological characterization of TRP channels in PAAD, as well as related functional and prognostic analyses. We investigated the expression, genetic alterations, methylation levels, and immune infiltration levels of TRP channels in PAAD, and further also analyzed the function of TRP channels in PAAD and their prognostic value for PAAD patients. Our results suggest that TRPM8 may contribute to tumor proliferation by controlling the PI3K‐AKT–mTOR signaling pathway in PAAD. After careful evaluation of the accumulated data, we concluded that TRPM8 has potential as a prognostic indicator and prospective therapeutic target in PAAD.",11150080
"Thyroid surgery in pediatric population is not as common as that in adults, although they share the same indications, techniques and complications. This review aims to evaluate the surgical management of thyroid disease in patients under 18 years old. We conducted a bibliographic search in the international literature. Data from the identified studies such as demographics, indication for surgery, type of procedure, complications and length of hospital stay were recorded. A retrospective review study of all patients under 18 years old who underwent thyroidectomy was performed. We included 37 retrospective studies and a total of 12,728 patients. Thyroidectomy was more common in female patients and the mean age was approximately 14 years old. The leading indication for surgery was benign thyroid pathology. Due to the surgical treatments’ safety and effectiveness in young patients, total and subtotal thyroidectomy, whether for malignancies or benign diseases, is becoming more popular today. The most often occurring complication of pediatric thyroid surgery is hypoparathyroidism. Despite the high likelihood of recurrence of pediatric malignancies, overall survival rates of pediatric thyroid cancer are excellent. Thyroidectomy performed by high-volume thyroid surgeons in children and adolescents is considered an efficient and safe method of treatment of thyroid disease.",11150202
"According to the PRISMA criteria, a systematic review has been conducted to investigate the clinical relevance between patients with severe congenital neutropenia (SCN) and cyclic congenital neutropenia (CyN) induced by ELANE mutations. We have searched PubMed, EMBASE, Web of Science, Scopus, Cochrane, CNKI, Wanfang Medicine, and VIP for ELANE mutation related literature published from 1997 to 2022. Using Microsoft Excel collect and organize data, SPSS 25, GraphPad Prism 8.0.1, and Omap analyze and plot statistical. Compare the gender, age, geography, mutation sites, infection characteristics, treatment, and other factors of SCN and CyN patients induced by ELANE mutations, with a focus on exploring the relationship between genotype and clinical characteristics, genotype and prognosis. This study has included a total of 467 patients with SCN and 90 patients with CyN. The onset age of SCN and CyN are both less than 1 year old, and the onset and diagnosis age of SCN are both younger than CyN. The mutation of ELANE gene is mainly missense mutation, and hot spot mutations include S126L, P139L, G214R, c.597+1G>A. The high-frequency mutations with severe outcomes are A57V, L121H, L121P, c.597+1G>A, c.597+1G>T, S126L, C151Y, C151S, G214R, C223X. Respiratory tract, skin and mucosa are the most common infection sites, Staphylococcus aureus, Pseudomonas aeruginosa and Escherichia coli are the most common. Patients with refractory G-CSF are more likely to develop severe outcomes. The commonly used pre-treatment schemes for transplantation are Bu-Cy-ATG and Flu-Bu-ATG. The prognosis of transplantation is mostly good, but the risk of GVHD is high. https://www.crd.york.ac.uk/PROSPERO/. PROSPERO, identifier CRD42023434656.",11150597
"Epilepsy is a common neurological disorder characterized by recurrent epilepsy episodes. As a non-pharmacological treatment, the ketogenic diet has been widely applied in treating epilepsy. However, the exact therapeutic mechanism of the ketogenic diet for epilepsy remains unclear. This study investigates the molecular mechanisms of the ketogenic diet in regulating fatty acid metabolism and activating the ADCY3-initiated cAMP signaling pathway to enhance neuronal inhibition and thereby treat epilepsy. Meta-analysis reveals that the ketogenic diet is superior to the conventional diet in treating epilepsy. Animal experiments demonstrate that the ketogenic diet is more effective than the conventional diet in treating epilepsy, with the best results achieved using the classic ketogenic diet. Transcriptome sequencing analysis identifies six essential genes, among which ADCY3 shows increased expression in the ketogenic diet. In vivo experiments confirm that the activation of the cAMP-PKA signaling pathway by ADCY3 enhances neuronal inhibition and improves epilepsy control. Clinical observations indicate that the ketogenic diet improves patient epilepsy episodes by regulating the ADCY3-initiated cAMP signaling pathway.",11150708
"Chronic hepatitis B poses a significant global burden, modulating immune cells, leading to chronic inflammation and long-term damage. Due to its hepatotropism, the hepatitis B virus (HBV) cannot infect other cells. The mechanisms underlying the intercellular communication among different liver cells in HBV-infected individuals and the immune microenvironment imbalance remain elusive. Exosomes, as important intercellular communication and cargo transportation tools between HBV-infected hepatocytes and immune cells, have been shown to assist in HBV cargo transportation and regulate the immune microenvironment. However, the role of exosomes in hepatitis B has only gradually received attention in recent years. Minimal literature has systematically elaborated on the role of exosomes in reshaping the immune microenvironment of the liver. This review unfolds sequentially based on the biological processes of exosomes: exosomes’ biogenesis, release, transport, uptake by recipient cells, and their impact on recipient cells. We delineate how HBV influences the biogenesis of exosomes, utilizing exosomal covert transmission, and reshapes the hepatic immune microenvironment. And based on the characteristics and functions of exosomes, potential applications of exosomes in hepatitis B are summarized and predicted.",11151510
"The rapid progression of genomics and proteomics has been driven by the advent of advanced sequencing technologies, large, diverse, and readily available omics datasets, and the evolution of computational data processing capabilities. The vast amount of data generated by these advancements necessitates efficient algorithms to extract meaningful information. K-mers serve as a valuable tool when working with large sequencing datasets, offering several advantages in computational speed and memory efficiency and carrying the potential for intrinsic biological functionality. This review provides an overview of the methods, applications, and significance of k-mers in genomic and proteomic data analyses, as well as the utility of absent sequences, including nullomers and nullpeptides, in disease detection, vaccine development, therapeutics, and forensic science. Therefore, the review highlights the pivotal role of k-mers in addressing current genomic and proteomic problems and underscores their potential for future breakthroughs in research.",11152613
"Many types of gynecological cancer (GC) are often silent until they reach an advanced stage, and are therefore often diagnosed too late for effective treatment. Hence, there is a real need for more efficient diagnosis and treatment for patients with GC. During recent years, researchers have increasingly studied the impact of microRNAs cancer development, leading to a number of applications in detection and treatment. MicroRNAs are a particular group of tiny RNA molecules that regulate regular gene expression by affecting the translation process. The downregulation of numerous miRNAs has been observed in human malignancies. Let-7 is an example of a miRNA that controls cellular processes as well as signaling cascades to affect post-transcriptional gene expression. Recent research supports the hypothesis that enhancing let-7 expression in those cancers where it is downregulated may be a potential treatment option. Exosomes are tiny vesicles that move through body fluids and can include components like miRNAs (including let-7) that are important for communication between cells. Studies proved that exosomes are able to enhance tumor growth, angiogenesis, chemoresistance, metastasis, and immune evasion, thus suggesting their importance in GC management. Impact of let-7 on female malignancies and diseases of the female reproductive tract. Let-7 expression is dysregulated in a variety of gynaecological and obstetric disorders.",11153289
"Hepatocellular carcinoma (HCC) is one of the most common cancers worldwide and is prevalent in East Asia. Although genome-wide association studies (GWASs) of HCC have identified 23 risk regions, the susceptibility genes underlying these associations largely remain unclear. To identify novel candidate genes for HCC, we conducted liver single-tissue and cross-tissue transcriptome-wide association studies (TWASs) in two populations of East Asia. GWAS summary statistics of 2,514 subjects (1,161 HCC cases and 1,353 controls) from the Chinese Qidong cohort and 161,323 subjects (2,122 HCC cases and 159,201 controls) from the BioBank Japan project were used to conduct TWAS analysis. The single-tissue and cross-tissue TWAS approaches were both used to detect the association between susceptible genes and the risk of HCC. TWAS identified genes were further annotated by Metascape, UALCAN, GEPIA2, and DepMap. We identified 22 novel genes at 16 independent loci significantly associated with HCC risk after Bonferroni correction. Of these, 13 genes were located in novel regions. Besides, we found 83 genes overlapped in the Chinese and Japanese cohorts with P < 0.05, of which, three genes (NUAK2, HLA-DQA1, and ATP6V1G2) were discerned by both single-tissue and cross-tissue TWAS approaches. Among the genes identified through TWAS, a significant proportion of them exhibit a credible role in HCC biology, such as FAM96B, HSPA5, POLRMT, MPHOSPH10, and RABL2A. HLA-DQA1, NUAK2, and HSPA5 associated with the process of carcinogenesis in HCC as previously reported. Our findings highlight the value of leveraging the gene expression data to identify new candidate genes beyond the GWAS associations and could further provide a genetic insight for the biology of HCC.",11153834
"OMIM 273750 (3-M) syndrome is a rare cause of severe short stature with variable dysmorphic features caused by pathogenic variants in several genes including cullin7 gene (CUL7). Hypogonadism and hypospadias have been described in only a few males. We report a patient with CUL7 pathogenic variant who had bifid scrotum and perineal hypospadias at birth. He entered puberty spontaneously at age 12 years and appropriately completed pubertal development by 15 years. Subsequently, a regression of testicular volumes, increased gonadotropin levels, and reduced (although normal) testosterone levels were observed. This case highlights the importance of careful pubertal monitoring as pubertal dysfunction may be associated with 3-M syndrome.",11154130
"Epigenetic control systems are based on chromatin modifications (DNA methylation, histone modifications and nucleosome positioning), which affect the local kinetics of gene expression. They play an important role in maintaining cell fate decisions, X inactivation and genomic imprinting. Aberrant chromatin states that are associated with a deleterious change in gene expression are called epimutations. An epimutation can be a primary epimutation that has occurred in the absence of any genetic change or a secondary epimutation that results from a mutation of a cis-acting regulatory element or trans-acting factor. Epimutations may play a causative role in disease, for example in imprinting disorders, or may be part of the pathogenetic mechanism as in the fragile X syndrome and in syndromes caused by a mutation affecting a chromatin modifier. For several diseases, DNA methylation testing is an important tool in the diagnostic work-up of patients.",11154187
